id,texts,labels
512,göründüğü gibi muntazamda durmuyor olumsuz yorumların hepsine katılıyorum güya her kapıya uyarmış hiç değil almayın evde yapın daha orhinal şeyler çıkar,negative
513,çok basit ama içinede sanki çok pahalı gibi ek koymuslar.,negative
514,tek parça kauçuk sanarak aldım ama beze sarılmış sünger gibi birşey. iş görür mü görür ama beni memnun etmedi.,negative
515,ürün görüntüdeki gibi değil çok kötü saçma sapan bir siyah beze sarılmış kenarı çıtçıtlı hiç kullanışlı değil. ücreti çok düşük olmasa direkt iade edicektim ama değmez...,negative
516,"fıkır olarak güzel ama urunun kalitesi iyi değil kılıfı, içindeki boruları, kaliteli olan markaları tercih edin ",negative
517,çok kullanışlı değil benim hoşuma gitmedi.,negative
518,tavsi̇ye etmem hi̇ç kullanişli deği̇l si̇ni̇rleni̇p çöpe attim,negative
519,"urun islevsel olabilir ama cok kotu. hic estetik degil, kapinin onune bez serseniz daha iyi",negative
520,hiç begenmedim.silindirlerin çapı küçük ve silindir araları çok açık,negative
521,tamam ürün fiyatı çok ucuz ama o fiyatı dahi etmez. tabiki ürünü çöpe atmadık kullanıyoruz ama dediğim gibi alınacak bir ürün değilmiş.,negative
522,resımde gorundugu gıbı kalıtelı degıl gereksız aldıgıma pişman oldum allah tan bir tane sıpariş vermiştim geldıgı koydum bir kenara duruyor istıyen olursa ben bedava ya verırım...,negative
523,birkere boyu cok uzun kesmek zorunda kaldim ayrica kapatirken kapiyi hep cikiyor ayagimla ittirmek zorunda kaliyorum,negative
524,"ürünü kullanabilsem iyi, fakat dış kapıya uygun değil. iki yükseltinin arasındaki boşluk oda kapılarının genişliği kadar. almamdaki amaç çelik dış kapının altına koymaktı fakat, aradaki yer bu kalınlıkta olmadığı için kullananıyorum.",negative
525,"görüntüsüne bakarak çok işime yarayacağımı düşündüm. ama benim için öyle olmadı. hiçbir kapıma uymadı, kapıyı kapatırken yerle kapı arasında sıkışıp kapıyı tam kapatamama sebep oluyor.",negative
526,"evet ürün kapı altından gelen soğuk havayı kesiyor, ama mükemmel bir yalıtım yaptığını söylemek zor. montajı i̇çin kapı ölçüsüne göre kesmek yeterli. ama ürünün i̇çindeki süngerler boru gibi i̇çi boş. i̇çleri dolu daha kaliteli sünger kullanılsa daha etkili olacağını düşünüyorum. ama sonuç olarak i̇ş görür...",negative
527,ürün şemsiye kumaşının içerisine 2 adet sünger koyulmasından ibaret ve kapıma 5 cm kısa geldi. yine de normal süngerlere göre iyi.,negative
528,beklediğimden çok küçük çıktı. zincir çok ince ,negative
529,aldım ama hiç beğenmedim geldiğinde hediye almıştım mahçup oldum,negative
530,"ürün görselinin etrafında kıyaslayabileceğiniz bir ölçüt olmadığı için uç, beklediğinizden daha küçük gelebeilir. ",negative
531,"siparişi verirken ben de görsele aldanıp, daha büyük bir kolye bekliyordum fakat beklediğimden küçük geldi. ürünün özellikleri kısmında da boyutuyla ilgili bir bilgi yok.",negative
532,bende yeni aldm ama zinciri cok ince,negative
533,fotografta daha alimli ve de daha buyuk.,negative
534,bu tarz urunlerin gramaji belirtilmeli.gramajina gore paha,negative
535,li bir urun .bekledigimden cok cok kucuk cikti.zinciri en ince zincir.tavsiye etmiyorum.,negative
536,ürün beklediğimden ve görselinden çok çok küçük geldi ve kanatlardaki işçilik görseldeki kadar iyi değil teşekkürler,negative
537,bende aldım fakat 80 mb okuma yazmayı niyeyse ne telefonda nede pcde göremedim,negative
538,ürün çok yavaş yorumlara bakarak aldım fakat ya bana böylesi denk geldi. yada ürünün kapasitesi çok zayıf. fotografı 10 sn de açıyor.,negative
539,süper hızlı gönderim denilen ürün 5 günde elime ulaştı teşekkürler.,negative
540,3.0 hızını daha göremedim sanırım 2.0  onun haricinde başarılı,negative
541,fiyatı iyi ama hızı çok iyi değil. ben arabanın teybine takacağım için en minik olanını istemiştim. bu açıdan çok güzel. mp3 çalarken kesilme falan yapmıyor. gayet güzel ve şık. ben tavsiye ederim. yoğun data kullanacak arkadaşlar hızına dikkat etsin. hızlı olsun isteyenler dikkatle yaklaşsın,negative
542,yazma ve okuma hızları çok yavaş,negative
543,3 - 4 mb ile yapıyor işlemleri,negative
544,acelesi olmayan veya arabada usb teypte kullanmak için alınabilir.,negative
545,hız normal bu boyut için... ,negative
546,kırmızı ışığı var...,negative
547,"yarım saatlik kayıt,okumada oldukça ısınıyor kısa kullanımlar için iyi...",negative
548,cok kücük olması enim için guzel fakat yazma hızı 4 mb civrında. 3 gb lık dosya icin 10 dakikadan fazla bekledim.,negative
549,"ürün hızlı şekilde elime ulaştı, windows kullanımında aşırı ısınma ve yavaş veri iletimi yaptı fakat ubuntu da hız sorunu yaşamadım, ısınma sorunu devam etti.",negative
550,i̇dare eder.,negative
551,fiyatıyla doğru orantılı bir ürün. benim beklentilerimi karşıladı.,negative
552,ürün hızlı bir şekilde teslim edildi hepsiburadaya 5 yıldız bununla birlikte aşağı yukarı her markayı denemiş bir kişi olarak ve bugüne kadar aldığım en yavaş usb bellek açıkçası kimseye tavsi̇ye etmi̇yorum. 2 kere denedim ve ortalama kopyalama hızı 5mb/second,negative
553,tümü metal diye bekliyordum.ama ust metal kaplama sadece ve aktarım hızı çok yavaş. ayrıca usb yuvasına zor takılıyor.,negative
554,parkdale ile test ettim ,negative
555,yazma hızı 4.9 mb.,negative
556,okuma hızı 38.7 mb,negative
557,çıktı.,negative
558,beklediğim gibi çıkmadı. ben full metal sanmıştım. ama fiyatı da ucuzdu. ürün çok geç kargoya verildi. bu olumsuz bir durum oldu. nerdeyse vazgeçiyordum. ürün plastik. üstü metal kaplama. anahtarlık için kullanacağım için aldı. daha önce çok bellek harcadım. metal olduğu için tercih ettim. ama sadece dışı metal kaplama. bakalım ne kadar dayanacak. biraz daha fazla para verip full metal olanlar tercih edilebilir.,negative
559,"2 yıldır kullanıyorum bu ürünü.şu an yazma korumalı hale geldi.yazılmıyor,silinmiyor,format atılmıyor.araştırmalarıma göre sandisklerde bu sorun varmış.tavsiye etmiyorum.",negative
560,2 ay önce aldığım ürün birkaç kullanımdan sonra bozuldu sistemsel olarak . tavsiye etmem bilindik markalardan şaşmayın..,negative
561,ürün ucuz ancak çok yavaş veri aktarımı. usb 3.00 kullanmama rağmen 5 - 8 mb/s ile veri aktardım. çok kullanışu değil,negative
562,kisa ve oz gidin baska marka printer alin. lan baglantisi yok wifi da telefondan print etmek icin profesor diplomasi lazım.,negative
563,ürün gayet şık ve kullanışlı.. yalnız veri aktarma hızı benim beklentimi karşılamadı.. ısınma konusunda bişey söylemek için erken daha yeni kullanmaya başladım..,negative
564,"usb kablosu çok kısa, sinir bir şey. tv ye bağlanmasın insanlar sinir olsun diye yapılmış sanki sıfır ürün yeni açtım kutuyu inan bilseydim bunun hesabını yaptıklarını almazdım onca para verdim şimdi bide kablo alıcam yazıklar olsun..",negative
565,bekledigimden daha yavas veri aktarımı oluyor ama sorunda cıkarmıyor,negative
566,çalışır durumda iken  aşayamı koysam yoksa laptopun yanına mı koysam diye oynarken elimden düştü. kablosu takılı olduğu için yere düşmedi sadece havada asılı kaldı.sanırım su an bozuldu.pc görüyor ama içine giremiyorum.kaliteli diye almıştım ama hayal kırıklığına uğradım. yere düşseydi eyvallah diyecektim ama yere düşmeden asılı kalması bile bozulmasına yetti.,negative
567,yazma ve okuma hızları beklediğim performansın çok altında çıktı.  bilgisayarın sistemine göre değerler çok değişiklik gösterebilmektedir,negative
568,"buradan aldığım lenovo yoga 510 la birlikte geldi, bilgisayar 14&#8220; olduğu için boyutlar tutmadı, ekran koruyucuyu uzun tarafından kestim, kapak koruyucusunu her taraftan kestim, klavye koruyucusu kesilince bişeye benzemeyeceği için dokunmadım ona zaten kullanışlı bişey değil, temizleme spreyi çok güzel, anlamadığım nokta niye sadece 15.6 dan başka boyut seçeneği yok, her ebatta olmalı, para verip alınır mı derseniz ; kesinlikle hayır.",negative
569,ekran temizleme kiti hariç diğer ürünler kullanışlı değil ,negative
570,sprey harici hiç birşey kullanım için uygun değil,negative
571,klavye koruyucusı çok iyi,negative
572,klavye için olan koruma güzel. diğerleri de idare eder.,negative
573,ürün çok kaliteli değil. ,negative
574,"notebook yanında hediye geldi,temizlik malzemeleri idare eder ama ekran koruyucu yaramaz.",negative
575,pek kullanışlı bir ürün değil ama düşünülmesi iyi....,negative
576,peek kullanışlı değil,negative
577,ürün fena değil ,negative
578,hb den laptop almıştım. yanında hediye verildi. hiç kullanmadım çünkü kullanılacak gibi değil. para verip almak büyük hata olur.,negative
579,klavye koruyucusu diye içinden çıkan ürün tam saçmalık.  zaten benim pcnin arka kapak kismi da düz değil o yuzden onu kullanamadim. pc yaninda hediye doye geldi ama gelmese de olurdu..,negative
580,sadece klavye için olan ürün idare eder.geri kalan ürünleri beğenmedim.hediye edilmese de olur.,negative
581,uygulaması mümkün değil çok kullanışsız ,negative
582,kullanımı zor. işi kolaylaştıracak aparat yok. arka koruyucu büyük geliyor ve en ufak müdahalede kötü duruyor. ,negative
583,hediye için teşekkürler hb. ama hiç göndermeseniz daha iyiydi. zaman harcamak zorunda kaldım.,negative
584,"ekran koruyucuyu yapıştırmak çok zor,hava kabarcıkları oluyor,işe yaramaz,arka koruyucunun ebatı büyük.gereksiz bir ürün.hediye olduğu için teşekkürler.",negative
585,hiç kaliteli değil.,negative
586,"klavye koruyucu silikon yapışmayan bir kaplama ve tuşlar zar zor seçiliyor, kullanışsız. koruyucuları hava kabarcığı olmadan takmak çok zor.  defalarca denedim olmadı hepsini attım.     ",negative
587,eğer fiyatı 5 tl olsaydı harika bir ürün diyebilirdim...,negative
588,klavye koruyucu hariç diğerleri kötü.,negative
589,"17,3 pc aldım, hediye olarak gönderilen 15,6 için  faydasız",negative
590,gereksiz bir ürün para ile değil parasız bile almamak lazım kargoyla uğraştıgınıza değmez,negative
591,klavye koruyusunda klavye gözükmüyor. arka koruyucu 15.6 ekrana büyük. br cam koruyucusu işe yarardı onu da düzgün yapıştıramazsanız kabarcıkalr oluyor  bilgisayarın yanında hediye göndermişlerdi ama gereksiz,negative
592,kullanımı ve uygulaması iyi değil,negative
593,"hediye gelmesine rağmen koruyucuları çöpe attım, temizlik seti de bir köşede bayatlar tahminimce..",negative
594,kesinlikle para verip almayınız..,negative
595,çok zor yapıştırılıyor ayarlaması çok zor ayrıca jelatin çok kalın,negative
596,sadece temizleyicisi iyi baska gereksiz diğer parçalari,negative
597,olağanüstü kötü bir ürün ,negative
598,ayrıntılar benden önce yazıldı ,negative
599,bunları hava kabarcığı yaratmadan yapıştırmak mümkün değil ,negative
600,olduğu gibi  çöpe attım,negative
601,bedava olması bir jest ,negative
602,asla para ile satmayınız ve bunun yerine yarar herhangi bir şey vermeniz daha anlamlı .. ,negative
603,hiç bi işe yaramaz sadece temizleme suyu ve bezi kullanılır diğerlerini çöpe attım.,negative
604,para verilip alınmaya değmez.. fiyatının cok aşağısında bir ürün.,negative
605,urun laptop aldigim icin bedava geldi. para verilip asla alinmaz. oncelikle uygulamasi gercekten zor. kapak korumasi kapaga buyuk geliyor bu nedenle uygulamadan once korumayi kapaga uygun kesip uygulamakta fayda var.ekran korumasinin uygulamasi kolay ama cok hava birakiyor. klavye korumasi garip bir sey yani gömlek gibi bir sey.,negative
606,kullanışlı değil.  klavye koruyucudur tuşlar görünmüyor.  arka kapak koruyucusu boyutu 15.6 içten fazla ve yapışkan çok fazla,negative
607,hediye için teşekkürler ancak sadece temizleme&#160;solüsyonu biraz işe yarar. gerisi çöpe gitti.,negative
608,klavye koruyucu şeffaf değil.ışıklı klavyede ancak kullanabilirsiniz.kapak koruyucu büyük  ayarlayıp fazlalağını kesmek lazım .kısacası olmasada olur :bir ürün.hediye olarak geldiği için kullanıyorum.bu kadar para vermeye değmez bence...,negative
609,hiç bir anlamı yok. hediye olarak gelmese eve koymam.,negative
610,klavye koruyucu kalitesiz takmamla yırtılması bir oldu,negative
611,bu kadar kalitesiz başka ürün görmedim,negative
612,kullanışlı bulduğumu söyleyemem ,negative
613,kullanişli deği̇l. değmez.,negative
614,"hediye olarak geldiği için kullanılabilir ama bence çokta lüzum değil, klavye koruyucusu fazla şeffaf olmadığı için düğmeler pek iyi görünmüyor.",negative
615,hic bir işe yaramiyor cok gereksiz kimseye tavsiye etmiyorum,negative
616,bu kadar kötü bi ürün daha olmaz sakin almayın ,negative
617,"aldığım 10 inç bilgisayar yanında 15.6 inçlik bu ürün ücretsiz geldi. kesip kesip yapıştırayım mı, ne yani? ürün kalitesi kesinlikle parasına değmez. i̇çinden çıkan 3 ürünün 2'sini çöpe attım; klavye koruyucuyu da eski bilgisayarımın klavyesinin üzerine örttüm. bilgisayar koruyucu çok güçlü yapışıyor; geri çıkarmak isterken bilgisayara zarar verebilir. sonuç: ücretsiz geliyorsa bir bakın, deneyin falan ama kesinlikle para vermeyin.",negative
618,bu kadar kalitesiz bir ürün zor bulunur,negative
619,hediye olarak geldi sadece temizleyicisini kullanılır. diğerleri işe yaramaz,negative
620,çok kötü,negative
621,bilgisayarın yanında hediye gönderdiler. ne işe yarayacağını bilmiyorum ancak bir ürün bu kadar mı amaçsız olur. hediye değil zulüm resmen. ,negative
622,sadece silme aparatları iyi diğer stikırları kullanamıyorsunuz büyük ve kalıtesız,negative
623,arkadaşlar sakin olaki̇  hali̇hazirdaki̇ bi̇lgi̇sayariniz i̇çi̇n bu ürünü satin almayin hedi̇ye olarak olabi̇li̇r ama di̇ğer şeki̇lde vereceği̇ni̇z paraya yazik olur.,negative
624,bilgisayarım hiç bir cihaz olmadan 2 diş çekiyodu.cihazı bağlayınca en fazla 3 diş oldu.,negative
625,ürünü alalı yaklaşık 2 ay oldu güzel çalışıyor.çekim kalitesi çok yüksek değil ama kesintisiz ve güzel açık alan 50 mt den.çekiyorum şuan sinyali 3 diş gösterge var hızlıda....,negative
626,kendi modelinden olan cihazları daha fazla çekıyor dıger cihazları az hız konusu süper dıger özelligide aynı olsaymıs on numara olurmus,negative
627,ürün beklentilerimi karşıladı ama elime geç ulaştı yinede teşekürler hepsiburada.com  bu kategoride tavsiye edilebilecek ürünlerden biridir,negative
628,300 mbps olması bir işe yaramıyor fakat kesinlikle iş görür.,negative
629,"(+)olumlu tarafları:  0.9"" slim design +180derece açılır ekran + korumalı ekran + i5 6.nesil",negative
630,(-) olumsuz tarafları: menteşeleri çok zayıf - ürün plastiği çok kötü ve acayip derece parmak izi bırakıyor - amd işlemcisi hiçbir işe yaramıyor (çok zayıf) ,negative
631,sonuç: 2binin üstüne çıktıysanız lütfen amd değil nvidia ekran kartlı bilgisayarlara bakın + mümkünse plastik kasa olmasın... bu bilgisayarı kullandığım için işyerinde şuan tavsiye etmiyorum,negative
632,"alacak olanlar dikkat!! üzerinde yüklü işletim sistemi yok, daha sonra windows 7, 8 ya da 10 için ayrıca para ödemek zorunda kalıyorsunuz.",negative
633,celeron işlemci gerçekten süper hızlı mı? günümüzde yeni nesil işlemcileri göre çok yavaş kalıyor. ama fiyata göre normal. ,negative
634,"uzun vadeli kullanım düşünenler 1 e 10 vermek yerine 10 a 1 versinler arıza, performans ve zaman kazancı olur.",negative
635,dell zamanın en kaliteli pc üreticilerindendir. ancak günümüzde servis desteği ve türkiyede aktif olmaması bu bilgisayar için en büyük dezavantaj. teknik özellikleri güzel ama ekran kartı nvdi̇a nın yanından ile geçemez. 7.nesil i5 işlemci hernekadarda bilgisayara renk katsada bir oyun bilgisayarı olduğunu söyleyemem ama ofis ve internet kullanıcıları için ideal bir laptop. limitiniz varsa biraz daha ekleyerek farklı markalara yönelebilirsiniz ama yok ise hepsiburada.com aracılığı ile bunu alırsanız basit işerlede büyük oranda işinizi görecektir.,negative
636,"yerli bir ürün olması ile tercih ettim ancak malzeme kalitesi iyi değil, kanal yenileme hızı çok kötü (4 sn)",negative
637,ses kalitesi kötü gerisi güzel,negative
638,"ekranı tam karşıdan izlemeniz gerekiyor, aksi halde ekranda sadece karaltı görünüyor. malzeme kalitesi de oldukça düşük.",negative
639,arkadaşlar  bende fiyat uygun diye aldım site güvenlik istemide kullanılmak üzere biraz küçük oldu ama güzel. mutfak için güzel tavsiye ederim.,negative
640,bu paraya normal görüntü led tvlerden karanlık ve mat pc de denedim tatmin edici değil,negative
641,"ürün çok hafif kolay kullanımlı tv olarak işinizi görür. pc monitör yapmak için aldım hdmı kablo ile bağladım görüntü çok kötü vga ile bağladım ondada görüntü çok kötü , fakat hd uydu alıcısı ile bağlarsanız güzel görüntü alırsınız , ben pc için düşünmüştüm fakat beklentimi karşılamadı. hastaneler bekleme ekranı olarak kullanılanlar gibi bi şey ",negative
642,"sesi eski radyo gibi sanki çok boğuk , görüntü canlı ve net",negative
643,tv dokunmatik kumanda bulunmuyor.!! kendi kumandası bozulduğunda nasıl açıp kapatacağız acaba. ne dahice ya. bilsem almazdım !!!!,negative
644,fiyatına göre fena değil idare eder.,negative
645,2016 ince şık tasarim yazilmis alakasi yok..cok kalin ve kaba gorunuyor..duvara astim duvardan cok ayrik..foto ekleyebilsem almayi dusunenlere yol gostermis olurum. ayrica lg an mr600 sihirli kumanda ile uyumlu degil..ikisini birlikte siparis vermistim kumandayi iade ettim..şık zarif hoş gorunen bir tv istiyorsaniz bu tv den uzak durun..,negative
646,yıllardır tv takip ediyorum.o kadar lg tv aldım bu modeli hiç beğenmedim her şeyi güzel.renk tonları canlı değil solgun alt yazıları titretiyor.kırmızı renkleri turuncu ile sarımtırak gösteriyor .,negative
647,hiç bi özelliği yok kanal geçişleri çok yavaş,negative
648,hiç memnun olmadım çok düşük kalite,negative
649,üründe servis kurulumu ücretli model çok kötü,negative
650,televizyon fiyatları ortada. bu fiyata da alabileceğiniz iyi bir televizyon. arka kısmının led tv ye gore kalın olduğunu düşünüyorum. plastik kalitesi çok tatmin edici değil. hd dahili uydu alıcı olması seçim sebebidir.,negative
651,"2 farklı kusur mevcut. i̇lki, televizyon fişe takılı konumdayken kendisi kapanıp tekrar açılıyor ve ikincisi, kumanda ile ilk açılması yapılamıyor, ilk açılması için fişi çıkarıp takmak gerekiyor.elimizede geç ulaştı memnun kalmadık geri iade etmek istiyoruz.",negative
652,"ben bu markanın ürünlerini eve bile sokmam,fakat bu ürün bir puan karşılığı alındı...fena değil şimdilik...görüntü çok iyi.kumanda kapağına vida yapılmış,yani kapak kayboldu derdi yok.dahili uydu alıcıların ortak özelliği olan kanal geçiş yavaşlığı bunda da var...",negative
653,tv yeni geldi benim uydu yumatu uydu nun kumandası tv da çalıştırıyor çakışma oldu görüntü idare eder ses tiz geliyor kumanda yüzünden biraz pişman oldum diğer arkadaşlarda aynı sorun var mı bilmiyorum ,negative
654,inşallah bozulup yarı yolda bırakmaz bizi bir de duvara asmak için arkada 2 delik var nasıl asılacak onu da anlamadım ,negative
655,kötü görüntü kalitesi,negative
656,normal tv işte.,negative
657,arkadaşlar eğer tüplüden geçiş yapacaksanız iyi bir tekevizyon fakat kalite olarak daha iyi bir tekevizyona sahipsrniz hiç tavsiye etmiyorum tam bir hayal kırıklığı oluyor. ürün hızlı ve zararsız bir şekilde geldi. teşekkürler. ,negative
658,tv olarak cok kullanışlı olan bu ürünü pc için monitör amacı ile kullanmayı dusunmeyin maalesef yetersiz,negative
659,"aldıktan sadece 3 gün sonra bozulan bir tv.şu anda hala serviste,parça siparişi vermişler parça değişecekmiş.yeni televizyon bu,hatalı yapılmış demek ki.sinir bozucu bir durum,tavsiye etmiyorum.",negative
660,6470 serisi full hd vardı bunu aldım eski tv çok daha iyi çaprazdan görüntü ve renk kaybı var iade bekliyoruz,negative
661,kesinlikle tavsiye etmiyorum.kurulum ücreti alıyorlar.bu rakama çok iyi tv.alabilirsiniz.,negative
662,süper hızlı gönderi denildi aynı gün kargo yazdı 2 gün sonra yola çıktı görüntü kalitesinden çok birşey beklemeyin renk ler gerçekten biraz sapıyor sanki,negative
663,başka yerden bu marka tv aldık ama bir hafta kullanabildik ayaklar kalitesiz kendiside kalitesiz küçük bi darbeyle panel kırıldı pahalı alın kaliteli olsun,negative
664,panel o kadar kalitesiz ve ışık sızmaları o kadar fazla ki film zevkinizi rezil eder. biraz daha ustune fazla para vererek bilinen markaları almanızı tavsiye ederim. ,negative
665,ürün elime ulaştı üründe ışık süzmesi var ürün büyük olduğu için uğraşmak istemedim kasası plastik bu yüzden aşırı hafif pek fazla birşey beklemeyin ses kalitesi oldukça kötü bunu belirtmek isterim ses sistemi bağladım öyle sorunu çözdüm.,negative
666,ürün 5 yıl önceki tv ler gibi arkası baya kalın görüntü kalitesi full hd uydu alıcısı kullanırsan belki iyi olabilir ama normal uydu alıcısında çok kötü bu paraya ne bekliyosun denilebilir ama bu kdar kötü bir performansta olmaz. ,negative
667,"görüntü kalitesi samsung düzeyinde fakat menüler arası geçişler çok yavaş özellikle internete bağlanması 20 saniye sürüyor. youtube izlerken reklam geldiğinde kilitleniyor , usb den film izlerken 1 tb lık harddisk de özellikle filmin sonunu göremiyorsunuz kitleniyor. sonuç olarak tv için alınır smart tv için kesinlikle alınmaz",negative
668,bir özelliği 4k olması onun dışında sıran bir tv akıllı kumanda özelliği bile yok benim için önemli idi aldığımda olmadığını görünce üzüldüm geride iade edemedim elimde patladı.,negative
669,"kargoyu ertesi gün teslim edeceklerini söylemelerine rağmen, 2 gün sonra yola çıktı. ben bu süre zarfında herşekilde daha hızlı alırdım ürünü başka yollardan.",negative
670,telefon çok kötü nokia kullanıyom o daha iyi,negative
671,bana göre çift kamera hoş durmuyor,negative
672,ürün orijinal bildiğiniz iphone gayet hızlı da gönderdiler. ancak kargo parası istemelerinden dolayı sıfır yıldız veriyorum. ,negative
673,i̇phone sorunsuz. süper hızlı gönderi yalan. kargo zamanında çıkmıyor.,negative
674,ürün elime ulaştı. cidden harika ama kulaklık girişi olmayışı bir eksiktir. kulaklık var ama fm radyo yok.,negative
675,ürün çok geç elime ulaştı,negative
676,ürün bildiğiniz iphone anlatmaya gerek yok. ancak aynı gün kargo yazmasına rağmen 5 gün sonra kargolandı. müşteri temsilcisi ile yapılan görüşmede herhangi bir sonuç alınamadı.,negative
677,ürün siparişi verdim 4 gün oldu elime ulaşmadı,negative
678,ürünü ilk önce ithalatçı firma garantili vermiştim bu şekilde aldığınız zaman 1 yıl apple tr 1 yıl ülkemizde iadelerde sorun çıkarabilen evo iletişim garantisinde geldi buna dikkat etmenizi tavsiye ederim ürünü apple türkiye garantili alırsanız 2 yıl kafanızda soru işareti olmaz!! kulaklık bölümünün iptal edilmesi tamamen pazarlama taktiği kutudan kablosuz kulaklık çıkmıyor onu almak için 700tl gözden cıkarmalısınız aksi takdirde kutudan kablolu bildiğimiz standart apple kulaklığı çıkıyor!!araç içinde hem şarj edeyim şarjım az hemde gelen aramalara kulaklığımla cvp vereyim derseniz apple tedarikçisi belkin in yaptığı 40$ lık kulaklık şarj çoklayıcı almanız gerekiyor!! yani ben bu kadar para verdim keyfini süreyim diyemiyorsunuz telefonun!! bu yanlışların 7s de düzeltileceğini ümit ediyorum diğer kısımlar bildiğiniz standart iphone bana sorarsanız bu yönleriyle piyasaya sürülmüş enkötü iphone diyebilirim!!,negative
679,sar değerine dikkat edin arkadaşlar.,negative
680,sar (birim doku kütlesi başına soğurulan güç) değeri yasal limitler sınırında gezen bir cihaz olmuş. dikkate almanız sağlınız açısından önemlidir. ,negative
681,ufak tefek bir iki özellik ekleyip fahiş fiyata satıyorlar. en ucuz telefonlarda bile bulunan fm radyo yok. o yüzden boykot ediyorum almadım almıyorum almayacağım.,negative
682,arkadaşlar sakın bu telefona bu kadar para vermeyin yazıktır günahtır.,negative
683,iphone 6s sahibi olanlar sakın telefonunuzu ucuza elinizden çıkartıp bunu satın almaya kalkmayın sadece işlemcisinden başka hiçbir değişiklik yok bu telefonda heleki black olanlar tam bir fiyasko cebinizde bozuk paralardan bile çiziliyor bu telefonlar 7s modelini bekleyin diyorum..,negative
684,"sadece daha iyi foto, video kalitesi için almak isteyen varsa buyursun. kasa bile neredeyse eskisinden farksız.",negative
685,"telefon güzel fakat 2180 liralıkta değil.teknolojiden az çok anlayan ve seçici davranan kişilerin pek tercih etmeyeceği bir telefon. i̇lla samsung olsun derseniz bile pahalı,(sitede fiyat ve özellik dengesi daha iyi samsunglar var) hele ki marka alışkanlığınız yoksa bu özelliklerden çok çok daha iyi bir telefon alabilirsiniz.",negative
686,sar değeri çok yüksek baş ağrısı yapıyor. bide fiyatını hakeden bi cihaz değil 1700 lira civarı özellikleri var.,negative
687,i̇ddalı gibi görünsede özlelliklerine göre pahalı,negative
688,"a7 2017 cihaz orta seviyeye göre fiyat pahalı, sar değeri yüksek ve bildirim ışığı yok",negative
689,sar değeri çok fazla olunca vazgeçtim. sağlıktan önemlisi yok.,negative
690,bildiğin android işletim sistemi.bu kadar pahalı olmasını gerektirecek hiçbir artısı yok.donanım olarak iyi olabilir ama samsung un fiyatlandırma politikası çok saçma.asla bu parayı hak etmiyor,negative
691,aldıktan iki gün sonra donmalar başladı saat dahi oynamıyor batarya boşalana kadar ısınıyor ve şarjı hızlı bitiyor restart yapınca düzeliyor.servise gitti geldi aynı sorun devam ediyor değişim yapılmıyor uğraşmak isteyenler alsın.,negative
692,kargoda problem yok. telefon 3 hafta sonra kapandi formatla acabildim.kamereda ekran buyukluk ayarlarinda gecis yaparken dalgalanma oluyordu.hoparlorden ara ara cizirti geliyor. edge ekranida nebilim ben kullanisli bulmadim.,negative
693,"telefonu sipariş ettikten 1.5 gün sonra eline geçmesi gayet güzel. ancak aynı gece saat 2.30 sularında donması  (ekrandaki saat dahi aynı kalıyor) ve alarmının bile çalmaması, açma kapama ardından yine aynı saatte birebir aynı şekilde donması ve konu ile ilgili samsungu aradığınızda servise getirin demeleri hiç de hoş değil. uğraş dur. hadi hayırlısı.",negative
694,"samsung kalitesi tartışılmaz, bataryası çok meşhur. bomba gibi telefon daha ne denir",negative
695,herkes telefon için rakiplerinden daya iyi demiş ama bataryası değiştirilemeyen bir telefon nasıl olursa olsun donanımı tasarımı ekranı kamerası ne kadar güçlü olursa olsun bir işe yaramaz. 1 yıl sonra şarj sorunu çekmeye başlayacaksınız ve batarya gömülü olduğu için hiçbir çözüm yolunuzda olmayacak benden söylemesi. alanlara hayırlı olsun,negative
696,"telefonda kizilotesi ir portu yok. klimanizi ses sisteminizi vs.kumanda edemezsiniz. ( sadece internete baglanabilen cihazlarda 3. parti yazilimlariyla kontrol edebilirsiniz, ir portla.eski tuplu televizyonu bile kontrol edebilirsiniz) hizli sarj ozelligi yok. qualcom un snapdragon 820 si ile gelen islemci destekli hizli sarj yok. en komigide type c baglantisi bile yok. type c giris yeri yazin aratin hiz farkina bakin. type c gelecegin mobil baglantisidir ama amiral gemisi denilen telefonda bu bile yok. dahasi touchwiz pismanliktir. samsung arayuzu olan touchwiz donma yapar.",negative
697,uzun zamandır  samsung marka telefon kullanıyorum şuanki telefonumda samsung ama en başında beri hep yavaş çalışıyor ve donuyor. iyi bir marka ve ışık hızında olabilir ama bu fiyat samsung için çok fazla bu benim görüşüm,negative
698,"bu fiyata göre değil de bu fiyat sıfır telefona göre, çok iyi değil iyi de değil  fena değil denilebilir.  ",negative
699,"farklı yerden aldık ama ürün bence iyi değil, menüsü bile yok bence diğer androidlerden farklı ben beğenmedim",negative
700,gayet güzel sadece  kamerası iyi değil resim çektiğinizde çok mat ,negative
701,telefon güzel ama kamera hosuma gitmedi özellikle ön kamerası çok fondöten sürüyor yüze arka kamera normal,negative
702,telefona gelen aramalar 10 saniye sonra gözüküyor ve o sırada arama süresi bitmiş oluyor. yani gelen hiçbir aramayı cevaplayamıyorsunuz geri aramak zorunda kalıyorsunuz. yabancı forumlarda bu durumu araştırdım lenovo forumu dahil hala bir çözümü yok en kısa sürede iade edeceğim.,negative
